id,name,email,phone,numbers,subject,contact_person,designation,user_id,pipeline_id,stage_id,sources,products,dummy,detail,country,labels,order,status,created_by,is_active,is_converted,date,created_at,updated_at,notes
470,Capital Hospital - G13,CapitalHospital@gmail.com,0315 3515555,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,13,1,2,1,0,5/29/2024,5/30/2024 1:02,6/22/2024 20:56,NULL
471,Grace International Hospital Islamabad,GraceInternational@gmail.com,0301 5710777,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,14,1,2,1,0,5/29/2024,5/30/2024 1:04,6/22/2024 20:56,NULL
472,Bilquis Memorial Hospital,BilquisMemorial@gmail.com,(051) 2252181,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,15,1,2,1,0,6/3/2024,6/4/2024 0:04,6/22/2024 20:56,NULL
473,Falcon Complex,FalconComplex@gmail.com,0345 9702782,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,16,1,2,1,0,6/3/2024,6/4/2024 0:07,6/22/2024 20:56,NULL
474,Family Health Hospital,FamilyHealth@gmail.com,(051) 4446840,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,17,1,2,1,0,6/3/2024,6/4/2024 0:08,6/22/2024 20:56,NULL
475,MEDICSi,Medicsi@gmail.com,Not Available,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,18,1,2,1,0,6/3/2024,6/4/2024 0:10,6/22/2024 20:56,NULL
476,Farooq Hospital (Islamabad Branch),FarooqHospital@gmail.com,(051) 2720213,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,19,1,2,1,0,6/3/2024,6/4/2024 0:26,6/22/2024 20:56,NULL
477,Medicent Hospital,Medicent@gmail.com,0314 5118532,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,20,1,2,1,0,6/3/2024,6/4/2024 0:28,6/22/2024 20:56,NULL
478,rehmanhospital,info@rehmanhospital.pk,051 - 2255599,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,21,1,2,1,0,6/3/2024,6/4/2024 0:34,6/22/2024 20:56,NULL
479,Naqaish Medicare,NaqaishMedicare@gmail.com,0304 2252555,NULL,Hospitals,NULL,NULL,7,3,10,NULL,NULL,,NULL,NULL,NULL,22,1,2,1,0,6/3/2024,6/4/2024 0:36,6/22/2024 20:56,NULL
1097,test comp,test_comp@gmail.com,12352,NULL,test,Test Sector,abc,7,3,10,2,21,,NULL,NULL,NULL,0,1,2,1,0,11/29/2024,11/29/2024 10:29,11/29/2024 10:29,<p>h</p>
1100,Net Point,Netpoints@example.com,+1 (747) 189-5217,NULL,Netpoints,Limey,Sales Manager,6,3,10,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 10:34,11/29/2024 10:34,NULL
